match_id,match_url,player1,player1_score,player2_score,player2,number_of_turns,map
M001,https://boardgamearena.com/table?table=624350666,JoeÜbergang,101.0,133.0,Aluap Tsai,26.0,Research Institute (6a)
M002,https://boardgamearena.com/table?table=632684034,knorpule3000,134.0,143.0,JDansp,32.0,Observation Tower (1a)
M003,https://boardgamearena.com/table?table=628761070,seyjen,75.0,131.0,randomronny974,27.0,Outdoor Areas (2a)
M004,https://boardgamearena.com/table?table=629070477,Kyshantry,116.0,134.0,Fifty_grosz,31.0,Ice Cream Parlors (7a)
M005,https://boardgamearena.com/table?table=627422692,PectoralisM,107.0,117.0,thumbean,31.0,Silver Lake (3a)
M006,https://boardgamearena.com/table?table=633665355,lx_xlO--lo_oQl,113.0,131.0,Abiath,32.0,Geographical Zoo (9)
M007,https://boardgamearena.com/table?table=627919813,Mattzord,110.0,102.0,Duci9,29.0,Geographical Zoo (9)
M008,https://boardgamearena.com/table?table=624790996,Chaussurettes,118.0,76.0,Blyb,30.0,Hollywood Hills (8a)
M009,https://boardgamearena.com/table?table=637479513,JDansp,134.0,139.0,Kyshantry,33.0,Commercial Harbor (4a)
M010,https://boardgamearena.com/table?table=627880292,Chaussurettes,65.0,108.0,Mattzord,27.0,Park Restaurant (5a)
M011,https://boardgamearena.com/table?table=624388891,randomronny974,120.0,110.0,JoeÜbergang,29.0,Ice Cream Parlors (7a)
M012,https://boardgamearena.com/table?table=631636927,Abiath,119.0,121.0,thumbean,28.0,Outdoor Areas (2a)
M013,https://boardgamearena.com/table?table=630130462,seyjen,98.0,120.0,PectoralisM,30.0,Ice Cream Parlors (7a)
M014,https://boardgamearena.com/table?table=627452224,Fifty_grosz,130.0,138.0,Duci9,33.0,Research Institute (6a)
M015,https://boardgamearena.com/table?table=629566770,Blyb,119.0,109.0,Aluap Tsai,30.0,Silver Lake (3a)
M016,https://boardgamearena.com/table?table=627798438,knorpule3000,117.0,121.0,lx_xlO--lo_oQl,30.0,Hollywood Hills (8a)
M017,https://boardgamearena.com/table?table=628700623,randomronny974,94.0,121.0,Aluap Tsai,28.0,Park Restaurant (5a)
M018,https://boardgamearena.com/table?table=624287249,Chaussurettes,118.0,124.0,Fifty_grosz,29.0,Hollywood Hills (8a)
M019,https://boardgamearena.com/table?table=635965205,Duci9,103.0,89.0,JDansp,24.0,Observation Tower (1a)
M020,https://boardgamearena.com/table?table=630637255,JoeÜbergang,109.0,116.0,PectoralisM,32.0,Commercial Harbor (4a)
M021,https://boardgamearena.com/table?table=636951156,lx_xlO--lo_oQl,112.0,82.0,Kyshantry,31.0,Silver Lake (3a)
M022,https://boardgamearena.com/table?table=626835138,thumbean,112.0,96.0,knorpule3000,28.0,Park Restaurant (5a)
M023,https://boardgamearena.com/table?table=624804955,Abiath,125.0,139.0,seyjen,33.0,Silver Lake (3a)
M024,https://boardgamearena.com/table?table=626731494,Blyb,84.0,119.0,Mattzord,29.0,Outdoor Areas (2a)
M025,https://boardgamearena.com/table?table=630973794,Aluap Tsai,115.0,103.0,PectoralisM,32.0,Research Institute (6a)
